ts_ssl,uid,id.orig_h_ssl,id.orig_p_ssl,id.resp_h_ssl,id.resp_p_ssl,version,cipher,curve,server_name,resumed,established,ssl_history,cert_chain_fps,client_cert_chain_fps,sni_matches_cert,ja3,ja3s,last_alert,next_protocol,ts_conn,id.orig_h_conn,id.orig_p_conn,id.resp_h_conn,id.resp_p_conn,proto,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,service
1499083602.410676,Cs7w5j4eTztcIZms2,192.168.10.14,49707,192.82.242.30,443,TLSv12,TLS_RSA_WITH_3DES_EDE_CBC_SHA,,image6.pubmatic.com,False,True,CsxnGIi,"['cff54ceae5bc84cde0613894d40cbecfeede547bfdef6b9458b626c348f09d84', '111006378afbe8e99bb02ba87390ca429fca2773f74d7f7eb5744f5ddf68014b', '4f32d5dc00f715250abcc486511e37f501a899deb3bf7ea8adbbd3aef1c412da']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,ccf031939aa8979b73a604c356f7fd68,,,1499083602.370839,192.168.10.14,49707.0,192.82.242.30,443.0,tcp,116.29573798179626,1020.0,7468.0,SF,True,False,0.0,ShADdaTTFf,22.0,1923.0,23.0,8392.0,ssl
1499083602.410782,CBsbvSB2XsXHLmnh3,192.168.10.14,49706,192.82.242.30,443,TLSv12,TLS_RSA_WITH_3DES_EDE_CBC_SHA,,image6.pubmatic.com,False,True,CsxnGIi,"['cff54ceae5bc84cde0613894d40cbecfeede547bfdef6b9458b626c348f09d84', '111006378afbe8e99bb02ba87390ca429fca2773f74d7f7eb5744f5ddf68014b', '4f32d5dc00f715250abcc486511e37f501a899deb3bf7ea8adbbd3aef1c412da']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,ccf031939aa8979b73a604c356f7fd68,,,1499083602.370724,192.168.10.14,49706.0,192.82.242.30,443.0,tcp,6.040172100067139,559.0,4567.0,SF,True,False,0.0,ShADdaFf,10.0,971.0,9.0,4931.0,ssl
1499083602.41095,C1Jzgw3Qbuz9meiH56,192.168.10.14,49709,199.166.0.200,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,sc.iasds01.com,False,True,CsxknGIti,"['ca096114845b17d3705d79081ddf7d04938dd8a0df458ecd07f7ade0e1f9bf77', '02ab57e4e67a0cb48dd2ff34830e8ac40f4476fb08ca6be3f5cd846f646840f0', '4f32d5dc00f715250abcc486511e37f501a899deb3bf7ea8adbbd3aef1c412da', '687fa451382278fff0c8b11f8d43d576671c6eb2bceab413fb83d965d06d2ff2']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,8d2a028aa94425f76ced7826b1f39039,,http/1.1,1499083602.372932,192.168.10.14,49709.0,199.166.0.200,443.0,tcp,0.672881126403808,2140.0,6547.0,SF,True,False,1823.0,ShADadCGfF,9.0,689.0,12.0,7039.0,ssl
1499083602.410424,CniTpZ3pBq2BEkB7H8,192.168.10.14,49704,69.172.216.56,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,fw.adsafeprotected.com,False,True,CsxknGIti,"['2883331a8fbeed598390c6c5e24f65c9c90ce58027c1b02b57604432120f5e4f', 'bc3f03a436240edba5f83714f6f677e34b37f9b1f0c08c1e558d981e279e8209']",[],1.0,1a5fe5677b0e4fbbc854e8908225637d,ccc514751b175866924439bdbb5bba34,,,1499083602.36901,192.168.10.14,49704.0,69.172.216.56,443.0,tcp,60.50741910934448,4828.0,3799.0,SF,True,False,2725.0,ShADadCGTfF,15.0,2720.0,15.0,4471.0,ssl
1499083602.411012,CTv6Wb2BHwCD3gO1Oc,192.168.10.14,49710,199.166.0.200,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,sc.iasds01.com,False,True,CsxknGIti,"['ca096114845b17d3705d79081ddf7d04938dd8a0df458ecd07f7ade0e1f9bf77', '02ab57e4e67a0cb48dd2ff34830e8ac40f4476fb08ca6be3f5cd846f646840f0', '4f32d5dc00f715250abcc486511e37f501a899deb3bf7ea8adbbd3aef1c412da', '687fa451382278fff0c8b11f8d43d576671c6eb2bceab413fb83d965d06d2ff2']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,8d2a028aa94425f76ced7826b1f39039,,http/1.1,1499083602.373156,192.168.10.14,49710.0,199.166.0.200,443.0,tcp,0.707748889923095,2141.0,6550.0,SF,True,False,1824.0,ShADadCGfF,9.0,689.0,12.0,7042.0,ssl
1499083602.527824,CGnFOnb8JFGWpna3d,192.168.10.14,49713,67.72.99.140,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,casale-match.dotomi.com,True,True,CsiI,nan,nan,,1a5fe5677b0e4fbbc854e8908225637d,364ff14b04ef93c3b4cfa429d729c0d9,,,1499083602.487216,192.168.10.14,49713.0,67.72.99.140,443.0,tcp,0.395560026168823,1153.0,691.0,SF,True,False,0.0,ShADadfF,7.0,1445.0,8.0,1019.0,ssl
1499083602.509141,CoaJRa2eeglhncJmj7,192.168.10.14,49712,23.194.141.179,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp256r1,dsum-sec.casalemedia.com,False,True,CsxknGIti,"['089b510ac565aa1b2f05236cba3421cb755641c1bd4eeb25a856954a4c1d7cfb', '074541ecdf88ed992ed5ade3ecddef27a26ba1b44480a195c0a8dadae2521d8e']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,2b33c1374db4ddf06942f92373c0b54b,,http/1.1,1499083602.484928,192.168.10.14,49712.0,23.194.141.179,443.0,tcp,5.925146102905273,358.0,3963.0,SF,True,False,0.0,ShADadFfR,9.0,730.0,8.0,4295.0,ssl
1499083602.532799,C3jgZG4xH2JWVEKJ8,192.168.10.14,49716,23.194.141.179,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp256r1,dsum-sec.casalemedia.com,False,True,CsxknGIti,"['089b510ac565aa1b2f05236cba3421cb755641c1bd4eeb25a856954a4c1d7cfb', '074541ecdf88ed992ed5ade3ecddef27a26ba1b44480a195c0a8dadae2521d8e']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,2b33c1374db4ddf06942f92373c0b54b,,http/1.1,1499083602.509455,192.168.10.14,49716.0,23.194.141.179,443.0,tcp,5.900989055633545,358.0,3963.0,SF,True,False,0.0,ShADadFfR,9.0,730.0,8.0,4295.0,ssl
1499083602.748738,CcYCGc1TbpIUIjj3t8,192.168.10.14,49719,69.172.216.111,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,dt.adsafeprotected.com,False,True,CsxknGIti,"['2883331a8fbeed598390c6c5e24f65c9c90ce58027c1b02b57604432120f5e4f', 'bc3f03a436240edba5f83714f6f677e34b37f9b1f0c08c1e558d981e279e8209']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,8d2a028aa94425f76ced7826b1f39039,,http/1.1,1499083602.715768,192.168.10.14,49719.0,69.172.216.111,443.0,tcp,0.329959869384765,2524.0,3363.0,SF,True,False,2199.0,ShADadCGfF,8.0,657.0,9.0,3735.0,ssl
1499083602.755536,C9km0w2VbgN7nogW3k,192.168.10.14,49718,172.217.12.162,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,x25519,cm.g.doubleclick.net,False,True,CsxknGIti,"['ea3a00c958f0e5ee130cb75d87f76ec9cfd71dc24cf870be80b8ac32be19740b', '9b759d41e3de30f9d2f902027d792b65d950a98bbb6d6d56be7f2528453bf8e9', '3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,ab41313cfec25328b20865eb1388e0a2,,h2,1499083602.71528,192.168.10.14,49718.0,172.217.12.162,443.0,tcp,440.88596391677856,7535.0,10114.0,SF,True,False,0.0,ShADadFf,76.0,10587.0,99.0,14086.0,ssl
1499083602.796857,Cews874Ba9G53lY7me,192.168.10.14,49724,23.194.141.179,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp256r1,dsum-sec.casalemedia.com,False,True,CsxknGIti,"['089b510ac565aa1b2f05236cba3421cb755641c1bd4eeb25a856954a4c1d7cfb', '074541ecdf88ed992ed5ade3ecddef27a26ba1b44480a195c0a8dadae2521d8e']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,2b33c1374db4ddf06942f92373c0b54b,,http/1.1,1499083602.755723,192.168.10.14,49724.0,23.194.141.179,443.0,tcp,115.90990209579468,2327.0,6231.0,RSTR,True,False,4237.0,ShADadCGcgTTFRr,21.0,1221.0,21.0,4947.0,ssl
1499083602.863626,CoWK9cegXVu774dbg,192.168.10.14,49728,23.194.141.179,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp256r1,dsum-sec.casalemedia.com,False,True,CsxknGIti,"['089b510ac565aa1b2f05236cba3421cb755641c1bd4eeb25a856954a4c1d7cfb', '074541ecdf88ed992ed5ade3ecddef27a26ba1b44480a195c0a8dadae2521d8e']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,2b33c1374db4ddf06942f92373c0b54b,,http/1.1,1499083602.838023,192.168.10.14,49728.0,23.194.141.179,443.0,tcp,115.8279070854187,2317.0,6165.0,RSTR,True,False,4161.0,ShADadCGcgTTFrR,21.0,1221.0,21.0,4947.0,ssl
1499083602.898059,CH3VAj3FIHyoVi5lY3,192.168.10.14,49733,207.244.108.217,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,b1sync.zemanta.com,True,True,CsiI,nan,nan,,1a5fe5677b0e4fbbc854e8908225637d,410b9bedaf65dd26c6fe547154d60db4,,http/1.1,1499083602.863945,192.168.10.14,49733.0,207.244.108.217,443.0,tcp,5.433022975921631,1060.0,789.0,SF,True,False,0.0,ShADadfF,8.0,1392.0,9.0,1161.0,ssl
1499083602.883407,CTn6Jd33RiQFlII1x7,192.168.10.14,49729,23.194.141.179,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp256r1,dsum-sec.casalemedia.com,False,True,CsxknGIti,"['089b510ac565aa1b2f05236cba3421cb755641c1bd4eeb25a856954a4c1d7cfb', '074541ecdf88ed992ed5ade3ecddef27a26ba1b44480a195c0a8dadae2521d8e']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,2b33c1374db4ddf06942f92373c0b54b,,http/1.1,1499083602.853638,192.168.10.14,49729.0,23.194.141.179,443.0,tcp,115.8120551109314,4301.0,8513.0,RSTR,True,False,8493.0,ShADadCGcgTTFrR,22.0,1261.0,22.0,4987.0,ssl
1499083602.883315,CiTAe02Pq7P96zklY8,192.168.10.14,49730,63.251.98.12,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,loadm.exelator.com,False,True,CsxknGIti,"['79257b6695a8662dde0cdb2e27e8bb796a7cc7239675fa5b9eeb5750b50ceb98', '973a41276ffd01e027a2aad49e34c37846d3e976ff6a620b6712e33832041aa6', '3a2fbe92891e57fe05d57087f48e730f17e5a5f53ef403d618e5b74d7a7e6ecb', 'c3846bf24b9e93ca64274c0ec67c1ecc5e024ffcacd2d74019350e81fe546ae4']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,ccc514751b175866924439bdbb5bba34,,,1499083602.853748,192.168.10.14,49730.0,63.251.98.12,443.0,tcp,1.612703800201416,2069.0,6673.0,SF,True,False,1748.0,ShADadCGfF,10.0,733.0,12.0,7165.0,ssl
1499083602.935833,CGx78k1wiFbZPr2Uqh,192.168.10.14,49735,23.194.141.179,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp256r1,dsum-sec.casalemedia.com,False,True,CsxknGIti,"['089b510ac565aa1b2f05236cba3421cb755641c1bd4eeb25a856954a4c1d7cfb', '074541ecdf88ed992ed5ade3ecddef27a26ba1b44480a195c0a8dadae2521d8e']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,2b33c1374db4ddf06942f92373c0b54b,,http/1.1,1499083602.90481,192.168.10.14,49735.0,23.194.141.179,443.0,tcp,5.505634069442749,358.0,3963.0,SF,True,False,0.0,ShADadFfR,9.0,730.0,8.0,4295.0,ssl
1499083602.941388,CiaIos2yJxjUypiNoj,192.168.10.14,49734,172.217.12.166,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,x25519,ad.doubleclick.net,False,True,CsxknGIti,"['bd8fc5520c31402fd3ddfdafb074401daec2c40077d0764a0f256f1a764d601c', '9b759d41e3de30f9d2f902027d792b65d950a98bbb6d6d56be7f2528453bf8e9', '3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,ab41313cfec25328b20865eb1388e0a2,,h2,1499083602.904698,192.168.10.14,49734.0,172.217.12.166,443.0,tcp,0.48277211189270003,528.0,4221.0,SF,True,False,0.0,ShADadFRf,12.0,1020.0,11.0,4673.0,ssl
1499083603.124668,CKZ5vNTF6d5Rgr2oa,192.168.10.14,49738,72.5.205.41,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,pixel.quantserve.com,True,True,CsiI,nan,nan,,1a5fe5677b0e4fbbc854e8908225637d,fbe78c619e7ea20046131294ad087f05,,,1499083603.090675,192.168.10.14,49738.0,72.5.205.41,443.0,tcp,0.30674099922180104,1030.0,691.0,SF,True,False,0.0,ShADdafFr,8.0,1362.0,7.0,983.0,ssl
1499083603.321922,C1cC0Z3hbjmY0B9vnc,192.168.10.14,49739,172.217.12.166,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,x25519,ad.doubleclick.net,False,True,CsxknGIti,"['bd8fc5520c31402fd3ddfdafb074401daec2c40077d0764a0f256f1a764d601c', '9b759d41e3de30f9d2f902027d792b65d950a98bbb6d6d56be7f2528453bf8e9', '3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,ab41313cfec25328b20865eb1388e0a2,,h2,1499083603.285015,192.168.10.14,49739.0,172.217.12.166,443.0,tcp,0.20774579048156702,2319.0,15219.0,SF,True,False,1753.0,ShADadCGFf,17.0,1258.0,22.0,16111.0,ssl
1499083603.439168,C4hRWd1mwb8E0SdKE1,192.168.10.14,49741,192.243.250.58,443,TLSv12,TLS_RSA_WITH_AES_256_CBC_SHA,,cm.everesttech.net,False,True,CsxnGIi,"['1dcf86c8106d52ccf4a9dc98a6c36a11671533906cb9e1c517075b65df21e850', '154c433c491929c5ef686e838e323664a00e6a0d822ccc958fb4dab03e49a08f']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,f4fb99c318cd91a4dfff259227ba977b,,http/1.1,1499083603.404418,192.168.10.14,49741.0,192.243.250.58,443.0,tcp,16.209712028503418,1299.0,3178.0,SF,True,False,0.0,ShADdatTFf,12.0,1804.0,11.0,4083.0,ssl
1499083603.439709,CTEnHK3FBLzFuDohNc,192.168.10.14,49742,192.243.250.58,443,TLSv12,TLS_RSA_WITH_AES_256_CBC_SHA,,cm.everesttech.net,False,True,CsxnGIi,"['1dcf86c8106d52ccf4a9dc98a6c36a11671533906cb9e1c517075b65df21e850', '154c433c491929c5ef686e838e323664a00e6a0d822ccc958fb4dab03e49a08f']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,f4fb99c318cd91a4dfff259227ba977b,,http/1.1,1499083603.404545,192.168.10.14,49742.0,192.243.250.58,443.0,tcp,6.020704984664917,590.0,2725.0,SF,True,False,0.0,ShADdaFf,9.0,962.0,7.0,3017.0,ssl
1499083603.444768,CLQ8Uq4FgEC0tLDHe9,192.168.10.14,49745,67.72.99.140,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp256r1,pubmatic-match.dotomi.com,False,True,CsxknGIti,"['617414170a3686a8aff1383434f6005c8d9b760a24496d3341c9768154835f8f', '74ef335e5e18788307fb9d89cb704bec112abd23487dbff41c4ded5070f241d9']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,e35df3e00ca4ef31d42b34bebaa2f86e,,,1499083603.406232,192.168.10.14,49745.0,67.72.99.140,443.0,tcp,0.227115869522094,919.0,3582.0,SF,True,False,0.0,ShADadfF,8.0,1251.0,7.0,3870.0,ssl
1499083603.449457,CdRXYh2pGwYOSalyi4,192.168.10.14,49747,162.208.22.39,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,geo-um.btrll.com,False,True,CsxknGIti,"['ff9fb122dd36e959c9746bdc08ebc1d66dc9bb984a6e49ce63acc66d138149a0', '19400be5b7a31fb733917700789d2f0a2471c0c9d506c0e504c06c16d7cb17c0']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,ccc514751b175866924439bdbb5bba34,,,1499083603.407508,192.168.10.14,49747.0,162.208.22.39,443.0,tcp,5.289944171905518,752.0,4459.0,SF,True,False,1.0,ShADadFgf,10.0,1164.0,10.0,4871.0,ssl
1499083603.449776,Ci4wB83R2dIjqTysm8,192.168.10.14,49748,162.208.22.39,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,geo-um.btrll.com,False,True,CsxknGIti,"['ff9fb122dd36e959c9746bdc08ebc1d66dc9bb984a6e49ce63acc66d138149a0', '19400be5b7a31fb733917700789d2f0a2471c0c9d506c0e504c06c16d7cb17c0']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,ccc514751b175866924439bdbb5bba34,,,1499083603.407782,192.168.10.14,49748.0,162.208.22.39,443.0,tcp,5.406981945037842,855.0,4439.0,SF,True,False,0.0,ShADadfF,10.0,1267.0,10.0,4851.0,ssl
1499083603.456758,CNG5IwYfEuID1fCNf,192.168.10.14,49743,34.194.193.178,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,idsync.rlcdn.com,False,True,CsxknGIi,"['4e081ef5af7a0d9abcca4191cd362f0ef6e33bebf07a51923431233b7f8ac713', '4e081ef5af7a0d9abcca4191cd362f0ef6e33bebf07a51923431233b7f8ac713', '973a41276ffd01e027a2aad49e34c37846d3e976ff6a620b6712e33832041aa6', '3a2fbe92891e57fe05d57087f48e730f17e5a5f53ef403d618e5b74d7a7e6ecb', 'c3846bf24b9e93ca64274c0ec67c1ecc5e024ffcacd2d74019350e81fe546ae4']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,303951d4c50efb2e991652225a6f02b1,,,1499083603.405426,192.168.10.14,49743.0,34.194.193.178,443.0,tcp,79.56680202484131,3307.0,8937.0,SF,True,False,0.0,ShADadTFf,21.0,4165.0,20.0,9821.0,ssl
1499083593.321696,CpT4ub3Nsqb8q6ESt7,192.168.10.14,49627,23.23.158.50,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,match.adsrvr.org,False,False,Cs,nan,nan,,0ffee3ba8e615ad22535e7f771690a28,303951d4c50efb2e991652225a6f02b1,,,1499083593.270866,192.168.10.14,49627.0,23.23.158.50,443.0,tcp,5.362780094146728,350.0,3188.0,SF,True,False,1646.0,ShADadcgFfR,9.0,722.0,6.0,1794.0,ssl
1499083603.484799,CXeK1R3QfDK4FHHdVj,192.168.10.14,49750,52.44.158.240,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,sync.adaptv.advertising.com,False,True,CsxknGIi,"['0dbdf8b0bda0aedc922b1946866453be27fce383328d23d1b0e2a6495c96b221', '13efb39a2f6654e8c67bd04f4c6d4c90cd6cab5091bcedc73787f6b77d3d3fe7', '6b143c2005d5539cc22eab5f772db2a9fe87467feffa07fcf0a9f7d28274ca7a']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,303951d4c50efb2e991652225a6f02b1,,,1499083603.432514,192.168.10.14,49750.0,52.44.158.240,443.0,tcp,6.005702972412109,361.0,4513.0,SF,True,False,0.0,ShADadFfR,9.0,733.0,9.0,4885.0,ssl
1499083603.641647,CrpMvI1L4UhvZ4DHNf,192.168.10.14,49752,192.82.242.50,443,TLSv12,TLS_RSA_WITH_3DES_EDE_CBC_SHA,,simage2.pubmatic.com,False,True,CsxnGIi,"['cff54ceae5bc84cde0613894d40cbecfeede547bfdef6b9458b626c348f09d84', '111006378afbe8e99bb02ba87390ca429fca2773f74d7f7eb5744f5ddf68014b']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,ccf031939aa8979b73a604c356f7fd68,,,1499083603.617329,192.168.10.14,49752.0,192.82.242.50,443.0,tcp,0.12889122962951602,1325.0,4038.0,SF,True,False,0.0,ShADdaFfR,9.0,1697.0,10.0,4442.0,ssl
1499083603.645099,CDtJZE4xMM7QgBuag1,192.168.10.14,49753,192.82.242.50,443,TLSv12,TLS_RSA_WITH_3DES_EDE_CBC_SHA,,image2.pubmatic.com,False,True,CsxnGIi,"['cff54ceae5bc84cde0613894d40cbecfeede547bfdef6b9458b626c348f09d84', '111006378afbe8e99bb02ba87390ca429fca2773f74d7f7eb5744f5ddf68014b']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,ccf031939aa8979b73a604c356f7fd68,,,1499083603.617444,192.168.10.14,49753.0,192.82.242.50,443.0,tcp,0.132104873657226,1332.0,4110.0,SF,True,False,0.0,ShADdaFfR,9.0,1704.0,10.0,4514.0,ssl
1499083603.653227,CFNp792h5M8ww3dHnc,192.168.10.14,49754,192.82.242.23,443,TLSv12,TLS_RSA_WITH_3DES_EDE_CBC_SHA,,image4.pubmatic.com,False,True,CsxnGIi,"['cff54ceae5bc84cde0613894d40cbecfeede547bfdef6b9458b626c348f09d84', '111006378afbe8e99bb02ba87390ca429fca2773f74d7f7eb5744f5ddf68014b', '4f32d5dc00f715250abcc486511e37f501a899deb3bf7ea8adbbd3aef1c412da']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,ccf031939aa8979b73a604c356f7fd68,,,1499083603.617527,192.168.10.14,49754.0,192.82.242.23,443.0,tcp,0.11540293693542401,1247.0,5150.0,SF,True,False,0.0,ShADdafF,9.0,1619.0,12.0,5634.0,ssl
1499083603.81573,CdxDaUpD5xWay1s88,192.168.10.14,49758,192.82.242.50,443,TLSv12,TLS_RSA_WITH_3DES_EDE_CBC_SHA,,simage2.pubmatic.com,True,True,CsiI,nan,nan,,0ffee3ba8e615ad22535e7f771690a28,ccf031939aa8979b73a604c356f7fd68,,,1499083603.767992,192.168.10.14,49758.0,192.82.242.50,443.0,tcp,0.124460935592651,1066.0,876.0,SF,True,False,0.0,ShADadFfR,9.0,1438.0,9.0,1240.0,ssl
1499083603.815846,CGqgfD2N6Q0L3xnDu8,192.168.10.14,49759,23.194.109.162,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,secp256r1,c.betrad.com,False,True,CsxknGIti,"['7ef605453ea4270ffdf213446d71e9b95c17f98dcac16150fdb9c0cd67008f78', 'eae72eb454bf6c3977ebd289e970b2f5282949190093d0d26f98d0f0d6a9cf17', '8420dfbe376f414bf4c0a81e6936d24ccc03f304835b86c7a39142fca723a689']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,2b33c1374db4ddf06942f92373c0b54b,,http/1.1,1499083603.771753,192.168.10.14,49759.0,23.194.109.162,443.0,tcp,127.89943385124207,12095.0,24019.0,RSTR,True,False,19273.0,ShADadCGcgTTFrR,30.0,1569.0,38.0,18159.0,ssl
1499083603.82919,CzPnDG42tZG0gwPDDg,192.168.10.14,49762,172.217.10.6,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,x25519,s0.2mdn.net,False,True,CsxknGIti,"['bd8fc5520c31402fd3ddfdafb074401daec2c40077d0764a0f256f1a764d601c', '9b759d41e3de30f9d2f902027d792b65d950a98bbb6d6d56be7f2528453bf8e9', '3c35cc963eb004451323d3275d05b353235053490d9cd83729a2faf5e7ca1cc0']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,ab41313cfec25328b20865eb1388e0a2,,h2,1499083603.774239,192.168.10.14,49762.0,172.217.10.6,443.0,tcp,181.11533284187317,2082.0,64813.0,SF,True,False,8682.0,ShADadgcFf,42.0,3774.0,58.0,65613.0,ssl
1499083604.128312,Cq8aQU1uFnTYWK2J5k,192.168.10.14,49764,192.82.242.23,443,TLSv12,TLS_RSA_WITH_3DES_EDE_CBC_SHA,,image4.pubmatic.com,True,True,CsiI,nan,nan,,0ffee3ba8e615ad22535e7f771690a28,ccf031939aa8979b73a604c356f7fd68,,,1499083604.103996,192.168.10.14,49764.0,192.82.242.23,443.0,tcp,0.079891920089721,1212.0,721.0,SF,True,False,0.0,ShADdafF,9.0,1584.0,9.0,1085.0,ssl
1499083588.661357,C9Doxc1yK81II5OyV6,192.168.10.14,49543,68.67.178.109,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,secure.adnxs.com,False,False,Cs,nan,nan,,0ffee3ba8e615ad22535e7f771690a28,d53e4608f956df65bb2b8a8c4d3b025d,,,1499083588.628428,192.168.10.14,49543.0,68.67.178.109,443.0,tcp,12.690486907958984,2386.0,13317.0,SF,True,False,5277.0,ShADadgcfF,17.0,3078.0,17.0,8724.0,ssl
1499083588.660667,CP6AXHUEBQBeXxEza,192.168.10.14,49540,68.67.178.109,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,secure.adnxs.com,False,False,Cs,nan,nan,,0ffee3ba8e615ad22535e7f771690a28,d53e4608f956df65bb2b8a8c4d3b025d,,,1499083588.628153,192.168.10.14,49540.0,68.67.178.109,443.0,tcp,12.75613784790039,1939.0,11158.0,SF,True,False,3149.0,ShADadgcfF,15.0,2551.0,16.0,10121.0,ssl
1499083588.660209,Cn3GoH1MjjDEUvuS58,192.168.10.14,49538,68.67.178.109,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,secure.adnxs.com,False,False,Csx,"['5b081650e8034418a37504ce0820892be5a66474578207711eb688243fe1a8f2', '074541ecdf88ed992ed5ade3ecddef27a26ba1b44480a195c0a8dadae2521d8e']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,d53e4608f956df65bb2b8a8c4d3b025d,,,1499083588.627835,192.168.10.14,49538.0,68.67.178.109,443.0,tcp,12.756799936294556,2405.0,13494.0,SF,True,False,4052.0,ShADadcgfF,16.0,3057.0,17.0,10126.0,ssl
1499083588.660362,CldonO3dZ57AgVlLTj,192.168.10.14,49539,68.67.178.109,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,secure.adnxs.com,False,False,Csx,"['5b081650e8034418a37504ce0820892be5a66474578207711eb688243fe1a8f2', '074541ecdf88ed992ed5ade3ecddef27a26ba1b44480a195c0a8dadae2521d8e']",[],1.0,0ffee3ba8e615ad22535e7f771690a28,d53e4608f956df65bb2b8a8c4d3b025d,,,1499083588.627996,192.168.10.14,49539.0,68.67.178.109,443.0,tcp,12.8679940700531,2629.0,13769.0,SF,True,False,1689.0,ShADadcgfF,16.0,3281.0,19.0,12844.0,ssl
