ts_ssl,uid,id.orig_h_ssl,id.orig_p_ssl,id.resp_h_ssl,id.resp_p_ssl,version,cipher,curve,resumed,established,ssl_history,cert_chain_fps,client_cert_chain_fps,ja3s,server_name,last_alert,next_protocol,sni_matches_cert,ja3,ts_conn,id.orig_h_conn,id.orig_p_conn,id.resp_h_conn,id.resp_p_conn,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
128932.582445,CW9Fsi2UDP1FQ3tXfa,192.168.1.130,50797,31.13.64.35,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,True,CsxknGIti,"['939a98005a5b33fa30eee916b0f294dd782fe173a23dfa8f3b997fabdc8c6db3', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,www.facebook.com,,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,128932.500887,192.168.1.130,50797,31.13.64.35,443,tcp,ssl,0.248007999995024,350.0,2558.0,RSTO,True,False,0,ShADadR,7,642,6,2810,1
128933.326642,C932b24WABE18VNWo9,192.168.1.130,50801,54.68.157.14,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,True,CsxknGIti,"['6bd72e1989c45929e4973d2a47449c089bc2dabd7257b40634f344f8527a0e91', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,128933.249651,192.168.1.130,50801,54.68.157.14,443,tcp,ssl,0.7654349999938851,364.0,2458.0,RSTO,True,False,0,ShADadR,7,656,6,2710,1
128977.676294,CAn97v26l4LogwcUJ6,192.168.1.130,50805,54.192.130.55,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,True,CsxknGIti,"['98bbbf0bafe27f307b1d0bf7e97868a8f8895820f61e90cbe4b01712e306416a', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,getpocket.cdn.mozilla.net,,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,128977.590755,192.168.1.130,50805,54.192.130.55,443,tcp,ssl,0.257660999996005,359.0,2429.0,RSTO,True,False,0,ShADadR,7,651,6,2681,1
128978.457837,CcnXbn6QI3hJ1z3k3,192.168.1.130,50808,35.162.60.68,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknL,"['afc521e2a6502b715c438af89b2612a6af2dc472ab289ac3066d9360387a09b5', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,unknown_ca,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,128978.376763,192.168.1.130,50808,35.162.60.68,443,tcp,ssl,0.7587150000035761,214.0,2200.0,RSTO,True,False,0,ShADadR,6,466,5,2412,1
129273.661241,Cfxtdr2euxjCJQ8vch,192.168.1.130,50841,31.13.64.16,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,True,CsxknGIti,"['5817e081d13c2a2a4cc6f0bf03c0dd2908831a0b659348d8e32f3227b576066f', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,3-edge-chat.facebook.com,,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,129273.583847,192.168.1.130,50841,31.13.64.16,443,tcp,ssl,0.241563000003225,358.0,2582.0,RSTO,True,False,0,ShADadR,7,650,6,2834,1
129274.273119,Ch7CWf488Q2T53I0k,192.168.1.130,50844,31.13.64.16,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,True,CsxknGIti,"['5817e081d13c2a2a4cc6f0bf03c0dd2908831a0b659348d8e32f3227b576066f', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,3-edge-chat.facebook.com,,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,129274.195773,192.168.1.130,50844,31.13.64.16,443,tcp,ssl,0.238868000000366,358.0,2582.0,RSTO,True,False,0,ShADadR,7,650,6,2834,1
129274.895777,CPH5b530vbLVjchrGi,192.168.1.130,50848,54.149.52.189,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknL,"['fba46b78f70e8f852b6bcd1dd0ad121578cfc53abf9be8421437534488650498', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,unknown_ca,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,129274.811081,192.168.1.130,50848,54.149.52.189,443,tcp,ssl,0.747202999991714,214.0,2200.0,RSTO,True,False,0,ShADadR,6,466,5,2412,1
129274.892752,CftV134BQX3uRUlbH7,192.168.1.130,50849,54.149.52.189,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknL,"['fba46b78f70e8f852b6bcd1dd0ad121578cfc53abf9be8421437534488650498', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,unknown_ca,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,129274.811727,192.168.1.130,50849,54.149.52.189,443,tcp,ssl,0.74944700000924,214.0,2200.0,RSTO,True,False,0,ShADadR,7,506,5,2412,1
129277.701707,CZdaNV1pcnwQx7pI1a,192.168.1.130,50853,54.192.130.55,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['98bbbf0bafe27f307b1d0bf7e97868a8f8895820f61e90cbe4b01712e306416a', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,getpocket.cdn.mozilla.net,,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,129277.61679,192.168.1.130,50853,54.192.130.55,443,tcp,ssl,0.251193000003695,359.0,2171.0,RSTO,True,False,0,ShADadR,7,651,6,2423,1
129278.078397,C3Onsr2oOGTYBJ3rti,192.168.1.130,50855,54.149.52.189,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['fba46b78f70e8f852b6bcd1dd0ad121578cfc53abf9be8421437534488650498', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,129277.997348,192.168.1.130,50855,54.149.52.189,443,tcp,ssl,0.7745809999905761,364.0,2200.0,RSTO,True,False,0,ShADadR,7,656,6,2452,1
129297.053658,CKPJ6g2Y7Sbr5nhFm,192.168.1.130,50861,31.13.64.35,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknL,"['939a98005a5b33fa30eee916b0f294dd782fe173a23dfa8f3b997fabdc8c6db3', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,www.facebook.com,unknown_ca,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,129296.975885,192.168.1.130,50861,31.13.64.35,443,tcp,ssl,0.237050999989151,200.0,2316.0,RSTO,True,False,0,ShADadR,6,452,5,2528,1
129297.427357,Czmx9Z1ft4O6pji6M8,192.168.1.130,50863,54.149.52.189,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknL,"['fba46b78f70e8f852b6bcd1dd0ad121578cfc53abf9be8421437534488650498', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,unknown_ca,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,129297.346212,192.168.1.130,50863,54.149.52.189,443,tcp,ssl,0.74006699999154,214.0,2200.0,RSTO,True,False,0,ShADadR,6,466,5,2412,1
129520.730722,Cpxxwd4yVBsCGZFcPj,192.168.1.113,56420,82.146.48.44,443,TLSv10,TLS_RSA_WITH_AES_128_CBC_SHA,,False,False,sxni,['af985329fc627561f1ea68a97f7d00caddfaea0842883582fef0b362b79ea4a3'],[],18e962e106761869a61045bed0e81c2c,,,,,,129520.679254,192.168.1.113,56420,82.146.48.44,443,tcp,,1.701942999992752,0.0,3496.0,SHR,True,False,0,^hadf,0,0,10,3908,1
129522.442305,CF9q372569QKS4EIg5,192.168.1.113,56421,82.202.226.138,443,TLSv10,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,secp256r1,False,False,sxkni,"['d6a44fa89c9da1a30588188698e79ec0a87fe810e5e009cd9240f695a7d83138', '25847d668eb4f04fdd40b12b6b0740c567da7d024308eb6c2c96fe41d9de218d']",[],3636ce615fb29b73e771c24c3a1331e3,,,,,,129522.386101,192.168.1.113,56421,82.202.226.138,443,tcp,,1.251581999997142,0.0,7421.0,SHR,True,False,0,^hadf,0,0,10,7833,1
129577.701597,CeDWhG3IWjnjedHas9,192.168.1.130,50877,54.192.130.55,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknL,"['98bbbf0bafe27f307b1d0bf7e97868a8f8895820f61e90cbe4b01712e306416a', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,getpocket.cdn.mozilla.net,unknown_ca,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,129577.617824,192.168.1.130,50877,54.192.130.55,443,tcp,ssl,0.245490000001154,209.0,2171.0,RSTO,True,False,0,ShADadR,7,501,5,2383,1
129578.420837,CyyPBG3gb8WNq7EZr,192.168.1.130,50880,52.38.149.111,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknL,"['8aa8a18a879fd1f57c40d79ad7d77d4252aaf80e4958c1de72e724394e63b86e', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,unknown_ca,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,129578.343523,192.168.1.130,50880,52.38.149.111,443,tcp,ssl,0.751506000000517,214.0,2200.0,RSTO,True,False,0,ShADadR,6,466,5,2412,1
129612.951843,CnyHCg1XtIFcGaQbYb,192.168.1.130,50891,52.38.149.111,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,True,CsxknGIti,"['8aa8a18a879fd1f57c40d79ad7d77d4252aaf80e4958c1de72e724394e63b86e', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,129612.870788,192.168.1.130,50891,52.38.149.111,443,tcp,ssl,0.7503219999925931,364.0,2458.0,RSTO,True,False,0,ShADadR,7,656,6,2710,1
129611.830804,CgNK4W3lg6IFfn0rK1,192.168.1.130,50883,31.13.64.16,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknL,"['2bf7e155c8cb645049d5367c05dd50b6bf704e23c8b5461524caba73f1f2f2b4', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,4-edge-chat.facebook.com,unknown_ca,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,129611.749644,192.168.1.130,50883,31.13.64.16,443,tcp,ssl,0.240105999997467,208.0,2324.0,RSTO,True,False,0,ShADadR,7,500,5,2536,1
129612.45082,CYuVRrBTeswSUF9z,192.168.1.130,50886,31.13.64.16,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknL,"['2bf7e155c8cb645049d5367c05dd50b6bf704e23c8b5461524caba73f1f2f2b4', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,4-edge-chat.facebook.com,unknown_ca,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,129612.369727,192.168.1.130,50886,31.13.64.16,443,tcp,ssl,0.238632000007783,208.0,2324.0,RSTO,True,False,0,ShADadR,6,460,5,2536,1
129612.54317,CcAfIuEtIwyXsyRIa,192.168.1.130,50887,52.38.149.111,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['8aa8a18a879fd1f57c40d79ad7d77d4252aaf80e4958c1de72e724394e63b86e', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,129612.458566,192.168.1.130,50887,52.38.149.111,443,tcp,ssl,0.733099000004585,364.0,2200.0,RSTO,True,False,0,ShADadR,7,656,5,2412,1
129661.629403,C05F1B3A5JMH1dVpn4,192.168.1.130,50895,31.13.64.35,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['939a98005a5b33fa30eee916b0f294dd782fe173a23dfa8f3b997fabdc8c6db3', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,www.facebook.com,,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,129661.548074,192.168.1.130,50895,31.13.64.35,443,tcp,ssl,0.244207999989157,350.0,2316.0,RSTO,True,False,0,ShADadR,7,642,6,2568,1
129662.444573,CHaI3f4qUcX38x1HG,192.168.1.130,50898,52.89.179.237,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['953bf502b7dd505614ce335977a9939e2f9e92029e8dcf736d04651c3011bd49', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,129662.363537,192.168.1.130,50898,52.89.179.237,443,tcp,ssl,0.7371430000057441,364.0,2200.0,RSTO,True,False,0,ShADadR,6,616,5,2412,1
129877.726488,CwA8oJhdjysEJ78fe,192.168.1.130,50909,54.192.130.55,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknL,"['98bbbf0bafe27f307b1d0bf7e97868a8f8895820f61e90cbe4b01712e306416a', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,getpocket.cdn.mozilla.net,unknown_ca,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,129877.645185,192.168.1.130,50909,54.192.130.55,443,tcp,ssl,0.240200000000186,209.0,2171.0,RSTO,True,False,0,ShADadR,7,501,5,2383,1
129878.822848,CaqIaI2UHEoUcI4JDk,192.168.1.130,50913,35.162.60.68,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['afc521e2a6502b715c438af89b2612a6af2dc472ab289ac3066d9360387a09b5', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,129878.745996,192.168.1.130,50913,35.162.60.68,443,tcp,ssl,0.7551309999980731,333.0,2200.0,RSTO,True,False,0,ShADadR,7,625,5,2412,1
129891.178953,C4XREJ1zOqcvqslbX8,192.168.1.130,50917,35.165.158.113,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknL,"['70885d13dbe2147094bda46ad62ab93611750c66855d3051370f29b1a94adf4f', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,shavar.services.mozilla.com,unknown_ca,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,129891.097615,192.168.1.130,50917,35.165.158.113,443,tcp,ssl,0.76628699999128,211.0,2255.0,RSTO,True,False,0,ShADadR,6,463,5,2467,1
129892.063239,CMHoLD1TmzOljxU9T8,192.168.1.130,50919,35.162.60.68,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknL,"['afc521e2a6502b715c438af89b2612a6af2dc472ab289ac3066d9360387a09b5', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,unknown_ca,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,129891.986132,192.168.1.130,50919,35.162.60.68,443,tcp,ssl,0.777070999989518,214.0,2200.0,RSTO,True,False,0,ShADadR,6,466,5,2412,1
130005.976895,CcOkli4aBoEX2XjmS5,192.168.1.130,50938,54.149.52.189,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,True,CsxknGIti,"['fba46b78f70e8f852b6bcd1dd0ad121578cfc53abf9be8421437534488650498', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,130005.895122,192.168.1.130,50938,54.149.52.189,443,tcp,ssl,0.9741970000031872,364.0,3077.0,SF,True,False,0,ShADadFfR,8,696,8,3409,1
130004.861907,C4IrOo2smr4g2uDEhe,192.168.1.130,50930,31.13.64.16,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['7f226f6cbc4feae1892f42db8ecda10b3e06b0b1eab1d7e05e8d5321442abcbe', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,5-edge-chat.facebook.com,,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,130004.780713,192.168.1.130,50930,31.13.64.16,443,tcp,ssl,0.244200000001001,358.0,2324.0,RSTO,True,False,0,ShADadR,7,650,6,2576,1
130005.485363,CcaipT1bjtwcIeGBzi,192.168.1.130,50934,31.13.64.16,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['7f226f6cbc4feae1892f42db8ecda10b3e06b0b1eab1d7e05e8d5321442abcbe', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,5-edge-chat.facebook.com,,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,130005.404553,192.168.1.130,50934,31.13.64.16,443,tcp,ssl,0.240573000002768,327.0,2324.0,RSTO,True,False,0,ShADadR,7,619,5,2536,1
130005.369347,CBWRuq3bSSoQmAKp61,192.168.1.130,50932,54.149.52.189,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['fba46b78f70e8f852b6bcd1dd0ad121578cfc53abf9be8421437534488650498', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,130005.284634,192.168.1.130,50932,54.149.52.189,443,tcp,ssl,0.747622000009869,333.0,2200.0,RSTO,True,False,0,ShADadR,7,625,5,2412,1
130026.146884,CG3Bf8pdPJIV2mYVl,192.168.1.130,50942,31.13.64.35,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['939a98005a5b33fa30eee916b0f294dd782fe173a23dfa8f3b997fabdc8c6db3', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,www.facebook.com,,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,130026.065564,192.168.1.130,50942,31.13.64.35,443,tcp,ssl,0.247002999996766,350.0,2316.0,RSTO,True,False,0,ShADadR,7,642,6,2568,1
130026.538872,CDiE0e4UGZpL9RONXj,192.168.1.130,50944,54.149.52.189,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknL,"['fba46b78f70e8f852b6bcd1dd0ad121578cfc53abf9be8421437534488650498', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,unknown_ca,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,130026.453993,192.168.1.130,50944,54.149.52.189,443,tcp,ssl,0.8124200000020211,214.0,2200.0,RSTO,True,False,0,ShADadR,7,506,5,2412,1
130177.678892,CinDLb3GjvmqoqtZef,192.168.1.130,50954,54.192.130.55,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['98bbbf0bafe27f307b1d0bf7e97868a8f8895820f61e90cbe4b01712e306416a', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,getpocket.cdn.mozilla.net,,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,130177.601106,192.168.1.130,50954,54.192.130.55,443,tcp,ssl,0.238188999996054,359.0,2171.0,RSTO,True,False,0,ShADadR,7,651,6,2423,1
130178.092117,Crc9iK1WeLnNamVcRk,192.168.1.130,50956,54.68.157.14,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['6bd72e1989c45929e4973d2a47449c089bc2dabd7257b40634f344f8527a0e91', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,130178.01122,192.168.1.130,50956,54.68.157.14,443,tcp,ssl,0.764737999998033,364.0,2200.0,RSTO,True,False,0,ShADadR,6,616,5,2412,1
130471.884359,CPgjbf3eTlrKAbekcb,192.168.1.130,50970,31.13.64.16,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,True,CsxknGIti,"['d603257e49173f85708af26e6d53b86b5cff9a8ce1442777b1b4161014f10ace', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,6-edge-chat.facebook.com,,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,130471.802962,192.168.1.130,50970,31.13.64.16,443,tcp,ssl,0.266978999992716,358.0,2582.0,RSTO,True,False,0,ShADadR,7,650,6,2834,1
130472.528476,CJbi2E29OEYITT1D5c,192.168.1.130,50974,31.13.64.16,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknL,"['d603257e49173f85708af26e6d53b86b5cff9a8ce1442777b1b4161014f10ace', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,6-edge-chat.facebook.com,unknown_ca,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,130472.446561,192.168.1.130,50974,31.13.64.16,443,tcp,ssl,0.238803000000189,208.0,2324.0,RSTO,True,False,0,ShADadR,6,460,5,2536,1
130472.348091,CCYkt82ZTEHYKp8Ys7,192.168.1.130,50972,54.149.52.189,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['fba46b78f70e8f852b6bcd1dd0ad121578cfc53abf9be8421437534488650498', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,130472.266793,192.168.1.130,50972,54.149.52.189,443,tcp,ssl,0.7505059999966761,364.0,2200.0,RSTO,True,False,0,ShADadR,7,656,6,2452,1
130473.029035,CIyoE63wmSZgg67dHh,192.168.1.130,50978,54.149.52.189,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknGI,"['fba46b78f70e8f852b6bcd1dd0ad121578cfc53abf9be8421437534488650498', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,130472.946702,192.168.1.130,50978,54.149.52.189,443,tcp,ssl,0.7523199999995991,364.0,2200.0,RSTO,True,False,0,ShADadR,7,656,6,2452,1
130478.096238,CoPKno2Jxe6Hb9E5I3,192.168.1.130,50986,54.149.52.189,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,True,CsxknGIti,"['fba46b78f70e8f852b6bcd1dd0ad121578cfc53abf9be8421437534488650498', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,incoming.telemetry.mozilla.org,,http/1.1,1.0,0ffee3ba8e615ad22535e7f771690a28,130478.015158,192.168.1.130,50986,54.149.52.189,443,tcp,ssl,0.7689950000058161,364.0,2458.0,RSTO,True,False,0,ShADadR,7,656,6,2710,1
130477.647179,CL8ZDIHN7W6mlB8Y7,192.168.1.130,50982,54.192.130.55,443,TLSv12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,secp256r1,False,False,CsxknL,"['98bbbf0bafe27f307b1d0bf7e97868a8f8895820f61e90cbe4b01712e306416a', '3c9d1727f5db0600f65818ba7c5f09b96a44e2bb67c654c029dbd305b1be7b3c']",[],b9bd7f629159de9b24f44d1bad01fda7,getpocket.cdn.mozilla.net,unknown_ca,h2,1.0,0ffee3ba8e615ad22535e7f771690a28,130477.566238,192.168.1.130,50982,54.192.130.55,443,tcp,ssl,0.238933999993605,209.0,2171.0,RSTO,True,False,0,ShADadR,6,461,5,2383,1
